google_name,rating,review_count,business_status,google_address,place_id,Establishment Name,Address
Spiritleaf | Millrise | Cannabis Store,4.8,102,OPERATIONAL,"150 Millrise Blvd SW unit 3149, Calgary, AB T2Y 2G2, Canada",ChIJrcdnn2B3cVMRjII_fa37xB8,Spiritleaf - Millrise,3149-150 MILLRISE BOULEVARD SW
"Spiritleaf Savanna, Calgary (Airport East)",5.0,40,OPERATIONAL,"9036 46 St NE #402, Calgary, AB T3J 2E3, Canada",ChIJN35IsedjcVMRzRycU-hYynY,Spiritleaf - Savanna,402-9036 46 ST NE
Spiritleaf | Seton | Cannabis Store,4.7,79,OPERATIONAL,"19587 Seton Crescent SE Suite #325, Calgary, AB T3M 2W9, Canada",ChIJE782mGmdcVMRpHJwjyo56z4,Spiritleaf - Seton,325-19587 SETON CRES SE
Spiritleaf | Township (Legacy) | Cannabis Store,4.6,64,OPERATIONAL,"20 Longview Common SE #110, Calgary, AB T2X 4S8, Canada",ChIJRyu-G1qfcVMRfVp-LIa1GvM,Spiritleaf - Stonegate,408-2550 COUNTRY HILLS BLVD NE
Spiritleaf | Township (Legacy) | Cannabis Store,4.6,64,OPERATIONAL,"20 Longview Common SE #110, Calgary, AB T2X 4S8, Canada",ChIJRyu-G1qfcVMRfVp-LIa1GvM,Spiritleaf - Township,110-20 LONGVIEW COMMON SE
Spiritleaf | Centre Street | Weed Store Cannabis Dispensary,4.6,65,OPERATIONAL,"1020 Centre St N Unit 4, Calgary, AB T2E 2P9, Canada",ChIJ3TskYz5lcVMRV2hQpQ8pUg8,Spiritleaf Centre Street,4-1020 CENTRE STREET NORTH
The Kush Spot Cannabis Dispensary | Weed Store Calgary – Centre St NW,4.9,163,OPERATIONAL,"1711 Centre St NW, Calgary, AB T2E 2S3, Canada",ChIJ6ZLAISllcVMR_j5wwnv-Dd8,The Kush Spot,1711 CENTRE ST NW
The Moon Cannabis,4.9,120,OPERATIONAL,"3003 37 Street SW Suite 105, Calgary, AB T3E 3B5, Canada",ChIJL0lbBC9vcVMRrJEV1jchx5o,The Moon Cannabis,105-3003 37 ST SW
Tower Cannabis,4.8,80,OPERATIONAL,"500 Country Hills Blvd NE Unit #307, Calgary, AB T3K 6B4, Canada",ChIJu3CjwSxncVMREyZ3o-uXq6s,Tower Cannabis,120-159 CARRINGTON PLAZA NW
Tower Cannabis,4.8,80,OPERATIONAL,"500 Country Hills Blvd NE Unit #307, Calgary, AB T3K 6B4, Canada",ChIJu3CjwSxncVMREyZ3o-uXq6s,Tower Cannabis,307-500 COUNTRY HILLS BLVD NE
Tumblweedz Cannabis Dispensary,4.8,86,OPERATIONAL,"2323 32 Ave NE #116, Calgary, AB T2E 6Z3, Canada",ChIJz6WTuoxlcVMRB3MQrbS7BSw,Tumblweedz,116-2323 32 AVE NE
Upstairs Cannabis,4.9,83,OPERATIONAL,"902 11 Ave SE, Calgary, AB T2G 0Z2, Canada",ChIJ-XIf9lZ7cVMR5RK5q3lBF3o,Upstairs Cannabis,902 11 AVE SE
Valley Ridge Cannabis Dispensary,4.7,54,OPERATIONAL,"11245 Valley Ridge Dr NW, Calgary, AB T3B 5V4, Canada",ChIJq9AZVUltcVMR9uSvO0_5pcg,Valley Ridge Cannabis,212-11245 VALLEY RIDGE DR NW
Value Buds Cornerstone,4.4,30,OPERATIONAL,"1155 Cornerstone Blvd NE #260, Calgary, AB T3N 2E9, Canada",ChIJ4bdeKKljcVMRRFCV9WD7ieU,Value Buds - Cornerstone,260-1155 CORNERSTONE BLVD NE
Value Buds Kensington,4.4,67,OPERATIONAL,"1124 Kensington Rd NW, Calgary, AB T2N 3P3, Canada",ChIJXWM-qyxvcVMRXWMV4PTRu58,Value Buds - Kensington,1124 KENSINGTON RD NW
Value Buds Varsity,4.6,40,OPERATIONAL,"4625 Varsity Dr NW #406, Calgary, AB T3A 0Z9, Canada",ChIJBc48ZqVvcVMR9gUqHX24UyY,Value Buds - Varsity,406-4625 VARSITY DR NW
Value Buds 17th Ave West,4.5,154,OPERATIONAL,"1206 17 Ave SW, Calgary, AB T2T 0B8, Canada",ChIJm6ZK8atxcVMR64nwwIv2tUs,Value Buds at 17th Avenue East,506 17 AVE SW
Value Buds 17th Ave West,4.5,154,OPERATIONAL,"1206 17 Ave SW, Calgary, AB T2T 0B8, Canada",ChIJm6ZK8atxcVMR64nwwIv2tUs,Value Buds at 17th Avenue West,1206 17 AVE SW
Value Buds Beacon Hill,4.3,79,OPERATIONAL,"11662 Sarcee Trail NW, Calgary, AB T3R 0S1, Canada",ChIJgUV3g1lpcVMRgMfbmlO6aak,Value Buds at Beacon Hill,11662 SARCEE TRAIL NW
Value Buds Country Hills Blvd,4.3,142,OPERATIONAL,"388 Country Hills Blvd NE #252, Calgary, AB T3K 5J6, Canada",ChIJ8fauuc1ncVMR16f7nITtZmQ,Value Buds at Country Hills,252-388 COUNTRY HILLS BLVD NE
Value Buds Deerfoot City,4.1,115,OPERATIONAL,"901 64 Ave NE Unit 5150, Calgary, AB T2E 7P4, Canada",ChIJAVZZn1llcVMRr-rRQy6NZO0,Value Buds at Deerfoot City,B-901 64 AVE NE
Value Buds Deerfoot Meadows,4.1,140,OPERATIONAL,"7929 11 St SE, Calgary, AB T2H 0B8, Canada",ChIJ01v1zdBxcVMRrbSUrDuBHQw,Value Buds at Deerfoot Meadows,12-7929 11 ST SE
Value Buds Douglas Glen,4.1,29,OPERATIONAL,"11520 24 St SE #148, Calgary, AB T2Z 3V7, Canada",ChIJh4kVhWl3cVMREdEVYP6GT0Y,Value Buds at Douglas Glen,148-11520 24 ST SE
Value Buds Forest Lawn,4.2,277,OPERATIONAL,"5147 20 Ave SE #11, Calgary, AB T2B 0B1, Canada",ChIJS_jvDlR7cVMR6GpI7gVp8ss,Value Buds at Forest Lawn,11-5147 20 AVE SE
Value Buds Glenmore Landing,4.3,74,OPERATIONAL,"1600 90 Ave SW Unit 106A, Calgary, AB T2V 4S2, Canada",ChIJb6NwpPRxcVMR2lTlerz4LvM,Value Buds at Glenmore Landing,106A-1600 90 AVE SW
Value Buds Riverbend,4.4,211,OPERATIONAL,"8338 18 St SE #424, Calgary, AB T2C 4L5, Canada",ChIJBbHV-tNxcVMRJuKsECwyXNQ,Value Buds at Riverbend,424-8338 18 ST SE
Value Buds Shepard Regional,3.8,233,OPERATIONAL,"4916 130 Ave SE, Calgary, AB T2Z 0G4, Canada",ChIJnZyFF0Z3cVMRLQ03di-NujA,Value Buds at Shepard,535-4916 130 AVE SE
Value Buds Signal Hill,4.5,176,OPERATIONAL,"5695 Signal Hill Centre SW, Calgary, AB T3H 3P8, Canada",ChIJZ0lHwCJzcVMRxXzanaf3KIE,Value Buds at Signal Hill,5695 SIGNAL HILL CTR SW
Value Buds Strathcona Square,4.2,80,OPERATIONAL,"555 Strathcona Blvd SW Unit 156, Calgary, AB T3H 2Z9, Canada",ChIJDxmlviRvcVMRwg45F0T5r0c,Value Buds at Strathcona Square,156-555 STRATHCONA BLVD SW
Value Buds Sunridge Mall,4.5,202,OPERATIONAL,"2111 36 St NE, Calgary, AB T1Y 6E8, Canada",ChIJFU6japFlcVMR2qECFOmzp3g,Value Buds at Sunridge,2111 36 ST NE
Value Buds Transcanada,4.2,68,OPERATIONAL,"1440 52 St NE Unit 174, Calgary, AB T2A 5J8, Canada",ChIJDTpKnCN7cVMRmT2pmKipJvE,Value Buds at TransCanada,174-1440 52 ST NE
Value Buds Willow Park,4.3,328,OPERATIONAL,"10816 Macleod Trl Unit 252, Calgary, AB T2J 5N8, Canada",ChIJ7T6-X1xxcVMRNalszjscjIw,Value Buds at Willow Park,B252-10816 MACLEOD TRAIL SE
Value Buds Woodbine,4.3,99,OPERATIONAL,"2525 Woodview Dr SW #206, Calgary, AB T2W 4N4, Canada",ChIJcTxnYp11cVMR45y7KgSQLS0,Value Buds at Woodbine,206-2525 WOODVIEW DR SW
Vincanna Cannabis,4.9,46,OPERATIONAL,"3709 26 Ave NE #108, Calgary, AB T1Y 4S3, Canada",ChIJp9IGt65lcVMRc1L53V0nkJQ,Vincanna Cannabis,B108-3709 26 AVE NE
Westleaf Cannabis Inc,0.0,0,OPERATIONAL,"517 10 Ave SW, Calgary, AB T2R 0C8, Canada",ChIJ__JyjOJvcVMRAOANk1rf6KA,Westleaf Labs LP,710-530 8 AVENUE SW
Lakeside Cannabis,5.0,94,OPERATIONAL,"1276 68 St SE, Calgary, AB T2A 7X7, Canada",ChIJhRRor-Z7cVMRw0yMnHJjpP4,Zelca,UNIT D-2121 39 AVENUE NE
