google_name,rating,review_count,business_status,google_address,place_id,Establishment Name,Address
Fire & Flower Cannabis Co. | Edmonton Namao Weed Store,4.3,555,OPERATIONAL,"9610 165 Ave NW, Edmonton, AB T5J 3L3, Canada",ChIJi2Ns_r0loFMRL7oAeGzpbDM,Fire & Flower Cannabis Co.,113-13710 42 ST NW
Fire & Flower Cannabis Co. | Edmonton Namao Weed Store,4.3,555,OPERATIONAL,"9610 165 Ave NW, Edmonton, AB T5J 3L3, Canada",ChIJi2Ns_r0loFMRL7oAeGzpbDM,Fire & Flower Cannabis Co.,122-9080 25 AVE SW
Fire & Flower Cannabis Co. | Edmonton Namao Weed Store,4.3,555,OPERATIONAL,"9610 165 Ave NW, Edmonton, AB T5J 3L3, Canada",ChIJi2Ns_r0loFMRL7oAeGzpbDM,Fire & Flower Cannabis Co.,10141 100A ST NW
Fire & Flower Cannabis Co. | Edmonton Namao Weed Store,4.3,555,OPERATIONAL,"9610 165 Ave NW, Edmonton, AB T5J 3L3, Canada",ChIJi2Ns_r0loFMRL7oAeGzpbDM,Fire & Flower Cannabis Co.,5844 TERRACE RD NW
Firestone Cannabis,4.0,71,OPERATIONAL,"9851 63 Ave, Edmonton, AB T6E 0G7, Canada",ChIJe7E497IZoFMR35StQB4eoKk,Firestone Cannabis - 99,9851 63 AVE NW
Flower Junction Cannabis,3.8,59,OPERATIONAL,"5936 104 Street NW, Edmonton, AB T6H 2K3, Canada",ChIJvbi9qLIYoFMRNifKWAUlgAk,Flower Junction,5936 104 ST NW
FOUR20 Cannabis Dispensary Whyte Ave,4.0,61,OPERATIONAL,"10806 Whyte Ave NW, Edmonton, AB T6E 2B3, Canada",ChIJf9cTchwjoFMRdb9y1y5YviI,Four20,10806 82 AVE NW
FOUR20 Cannabis Dispensary Tamarack,4.4,129,OPERATIONAL,"3749 17 St NW, Edmonton, AB T6T 1A7, Canada",ChIJ1wanX74ZoFMRI3m69cUO2A0,FOUR20 Premium Market,155-5055 101 AVE NW
FOUR20 Cannabis Dispensary Tamarack,4.4,129,OPERATIONAL,"3749 17 St NW, Edmonton, AB T6T 1A7, Canada",ChIJ1wanX74ZoFMRI3m69cUO2A0,FOUR20 Premium Market,4-3749 17 STREET NW
Ganja Hut,4.3,62,OPERATIONAL,"7507 50 St NW, Edmonton, AB T6B 2W8, Canada",ChIJvwgKTzQZoFMRR2s7VmSMees,Ganja Hut,C-7507 50 ST NW
Glenora Cannabis,4.5,152,OPERATIONAL,"12321 107 Ave NW, Edmonton, AB T5N 1S5, Canada",ChIJUR3qz9MjoFMRYfI12OhL67o,Glenora Cannabis,12321 107 AVE NW
Hey Bud Cannabis,4.2,21,OPERATIONAL,"10311 103 Ave NW, Edmonton, AB T5J 1B1, Canada",ChIJCf2-QsMjoFMROHXgxTmJk_o,Hey Bud Retail Cannabis,5015 118 AVE NW
Hey Bud Cannabis,4.2,21,OPERATIONAL,"10311 103 Ave NW, Edmonton, AB T5J 1B1, Canada",ChIJCf2-QsMjoFMROHXgxTmJk_o,Hey Bud Retail Cannabis,10311 103 AVENUE
Hey Bud Cannabis,4.2,21,OPERATIONAL,"10311 103 Ave NW, Edmonton, AB T5J 1B1, Canada",ChIJCf2-QsMjoFMROHXgxTmJk_o,Hey Bud Retail Cannabis,15820 STONY PLAIN RD NW
Hollybud Cannabis,4.9,109,OPERATIONAL,"6004 184 St NW, Edmonton, AB T6M 1X7, Canada",ChIJH_N5FYQhoFMRElgv9Wc0ppA,Hollybud Cannabis,6004 184 ST NW
Select Cannabis Co. | Edmonton (82 St) Weed Store,5.0,24,OPERATIONAL,"8103 127 Ave NW #10a, Edmonton, AB T5C 1R9, Canada",ChIJcf-RdaAjoFMRmPybzT6pXGw,Hybrid Infusions,14849 124 AVE NW
Freedom Cannabis,3.8,44,OPERATIONAL,"9827 279 St, Acheson, AB T7X 6J4, Canada",ChIJUTh0dagmoFMRTt59WfdR7KI,Hybrid Infusions Ltd.,14849 124 AVE NW
Krave cannabis,5.0,133,OPERATIONAL,"12614 118 Ave NW, Edmonton, AB T5L 2K8, Canada",ChIJ9dbI638joFMRq6MI0raRbeo,Krave Cannabis,12614 118 AVE NW
Kurve cannabis,4.6,154,OPERATIONAL,"8260 118 Ave NW, Edmonton, AB T5B 0S3, Canada",ChIJERos9bEjoFMR0g164Z-Q90w,Kurve Cannabis,8260 118 AVE NW
Kushi Cannabis,4.5,71,OPERATIONAL,"9442 149 St, Edmonton, AB T5R 1C6, Canada",ChIJa2ObYC0hoFMRkhh5l9ZTaqg,Kushi Cannabis,9442 149 STREET NW
Kushi Cannabis,4.5,71,OPERATIONAL,"9442 149 St, Edmonton, AB T5R 1C6, Canada",ChIJa2ObYC0hoFMRkhh5l9ZTaqg,Kushi Cannabis,382 SADDLEBACK RD NW
Lakewood Cannabis,4.4,61,OPERATIONAL,"1525 Lakewood Rd W Northwest, Edmonton, AB T6K 3S4, Canada",ChIJ637IZZgZoFMRv44lMTK11Mg,Lakewood Cannabis,1525 LAKEWOOD ROAD WEST  NW
Lakeside Cannabis,5.0,94,OPERATIONAL,"1276 68 St SE, Calgary, AB T2A 7X7, Canada",ChIJhRRor-Z7cVMRw0yMnHJjpP4,Laniakea Brands,11627 163 ST NW
Edmonton Cannabis and Edibles,3.8,45,OPERATIONAL,"3315 118 Ave NW, Edmonton, AB T5W 4X1, Canada",ChIJxStFgD89oFMRBtIUb_ymUIY,Leisure Club,9461 49 ST NW
LUCID Cannabis | Edmonton (Callingwood) Weed Store,4.7,77,OPERATIONAL,"6613 177 St NW, Edmonton, AB T5T 4K3, Canada",ChIJCzTmtYUhoFMRCPmUxoevNho,Lucid Cannabis,4355 167 AVE NW
LUCID Cannabis | Edmonton (Callingwood) Weed Store,4.7,77,OPERATIONAL,"6613 177 St NW, Edmonton, AB T5T 4K3, Canada",ChIJCzTmtYUhoFMRCPmUxoevNho,Lucid Cannabis,B-15211 111 AVE NW
LUCID Cannabis | Edmonton (Callingwood) Weed Store,4.7,77,OPERATIONAL,"6613 177 St NW, Edmonton, AB T5T 4K3, Canada",ChIJCzTmtYUhoFMRCPmUxoevNho,Lucid Cannabis,6613 177 STREET
LUCID Cannabis | Edmonton (Callingwood) Weed Store,4.7,77,OPERATIONAL,"6613 177 St NW, Edmonton, AB T5T 4K3, Canada",ChIJCzTmtYUhoFMRCPmUxoevNho,Lucid Cannabis,991 TAMARACK WAY NW
Lux Leaf Cannabis - Glenridding,4.9,100,OPERATIONAL,"16781 Rabbit Hill Rd SW, Edmonton, AB T6W 5P4, Canada",ChIJq9XrjTP1n1MRmwFJF0X9LXc,Lux Leaf Cannabis - Glenridding,16781 RABBIT HILL RD SW
Lux Leaf Cannabis - Heritage,4.9,447,OPERATIONAL,"10946 23 Ave NW, Edmonton, AB T6J 7J9, Canada",ChIJ9V0-IRYfoFMRJPkBCJm-1Us,Lux Leaf Cannabis - Heritage,10946 23 AVE NW
Lux Leaf Cannabis - Southpark Gateway Boulevard,4.9,467,OPERATIONAL,"3908 Gateway Blvd NW, Edmonton, AB T6J 7A9, Canada",ChIJmfy8x_UfoFMRCOxtfhzXE9o,Lux Leaf Cannabis - SouthPark,3908 GATEWAY BLVD NW
Mind-Full 118 Ave.,4.4,57,OPERATIONAL,"10430 118 Ave NW, Edmonton, AB T5G 2N1, Canada",ChIJHc_utqUjoFMRkFvIcYIIa5w,Mind-Full,10430 118 AVE NW
Mountain Standard Cannabis | Cannabis Store | Edmonton,3.9,120,OPERATIONAL,"9729 118 Ave NW, Edmonton, AB T5G 2B5, Canada",ChIJM0k0oyojoFMRNcmuSOthURg,Mountain Standard Cannabis,6626 127 AVE NW
Mountain Standard Cannabis | Cannabis Store | Edmonton,3.9,120,OPERATIONAL,"9729 118 Ave NW, Edmonton, AB T5G 2B5, Canada",ChIJM0k0oyojoFMRNcmuSOthURg,Mountain Standard Cannabis,13124 82 ST NW
Mountain Standard Cannabis | Cannabis Store | Edmonton,3.9,120,OPERATIONAL,"9729 118 Ave NW, Edmonton, AB T5G 2B5, Canada",ChIJM0k0oyojoFMRNcmuSOthURg,Mountain Standard Cannabis,9729 118 AVE NW
Plantlife Cannabis Albany Edmonton,4.8,239,OPERATIONAL,"12920 167 Ave NW, Edmonton, AB T6V 1J6, Canada",ChIJy96QhjUloFMRlibP29LlQQ8,New Life Canna Ltd.,14033 156 ST NW
Nspire Cannabis Inc,4.9,46,OPERATIONAL,"5010 76 Ave NW #3, Edmonton, AB T6B 0A6, Canada",ChIJR1Xo_vIZoFMRtwjv5JCf0dY,Nspire Cannabis Inc.,3-5010 76 AVE NW
NUMO Cannabis - Edmonton (Alberta Ave) Weed Store,4.5,569,OPERATIONAL,"11733 95 St, Edmonton, AB T5G 1M1, Canada",ChIJM1YFQIwjoFMRb8nwiUJSKT8,NUMO Cannabis,1109-10235 124 ST NW
NUMO Cannabis - Edmonton (Alberta Ave) Weed Store,4.5,569,OPERATIONAL,"11733 95 St, Edmonton, AB T5G 1M1, Canada",ChIJM1YFQIwjoFMRb8nwiUJSKT8,Numo Cannabis,13656 137 AVE NW
NUMO Cannabis - Edmonton (Alberta Ave) Weed Store,4.5,569,OPERATIONAL,"11733 95 St, Edmonton, AB T5G 1M1, Canada",ChIJM1YFQIwjoFMRb8nwiUJSKT8,NUMO Cannabis,10765 97 ST NW
NUMO Cannabis - Edmonton (Central) Weed Store,4.6,61,OPERATIONAL,"10502 107 Ave NW Unit 1, Edmonton, AB T5H 2X9, Canada",ChIJ5X6Qn8QjoFMR-jnz5QuEv5k,NUMO Cannabis Central,1-10502 107 AVE NW
NUMO Cannabis - Edmonton (Alberta Ave) Weed Store,4.5,569,OPERATIONAL,"11733 95 St, Edmonton, AB T5G 1M1, Canada",ChIJM1YFQIwjoFMRb8nwiUJSKT8,Numo Cannabis Corp.,11733 95 ST NW
,0.0,0,,,,Partake Cannabis Inc.,9336 37 AVE NW
Planet Hollyweed,4.4,88,OPERATIONAL,"831 Daniels Way SW, Edmonton, AB T6W 4T5, Canada",ChIJcwKJX3odoFMRQdLg28zs494,Planet Hollyweed,831 DANIELS WAY SW
Plantlife Cannabis Albany Edmonton,4.8,239,OPERATIONAL,"12920 167 Ave NW, Edmonton, AB T6V 1J6, Canada",ChIJy96QhjUloFMRlibP29LlQQ8,Plant Life,21526 92 AVE NW
Plantlife Cannabis Albany Edmonton,4.8,239,OPERATIONAL,"12920 167 Ave NW, Edmonton, AB T6V 1J6, Canada",ChIJy96QhjUloFMRlibP29LlQQ8,Plantlife,5229 167 AVE NW
Plantlife Cannabis Albany Edmonton,4.8,239,OPERATIONAL,"12920 167 Ave NW, Edmonton, AB T6V 1J6, Canada",ChIJy96QhjUloFMRlibP29LlQQ8,Plantlife,14130 28 AVE SW
Plantlife Cannabis Albany Edmonton,4.8,239,OPERATIONAL,"12920 167 Ave NW, Edmonton, AB T6V 1J6, Canada",ChIJy96QhjUloFMRlibP29LlQQ8,Plantlife,10328 103 ST NW
Plantlife Cannabis Albany Edmonton,4.8,239,OPERATIONAL,"12920 167 Ave NW, Edmonton, AB T6V 1J6, Canada",ChIJy96QhjUloFMRlibP29LlQQ8,Plantlife,17324 HILLER RD SW
Plantlife Cannabis Albany Edmonton,4.8,239,OPERATIONAL,"12920 167 Ave NW, Edmonton, AB T6V 1J6, Canada",ChIJy96QhjUloFMRlibP29LlQQ8,Plantlife,6639 25 AVE SW
Plantlife Cannabis Albany Edmonton,4.8,239,OPERATIONAL,"12920 167 Ave NW, Edmonton, AB T6V 1J6, Canada",ChIJy96QhjUloFMRlibP29LlQQ8,Plantlife,104-2217 101 ST NW
Plantlife Cannabis Albany Edmonton,4.8,239,OPERATIONAL,"12920 167 Ave NW, Edmonton, AB T6V 1J6, Canada",ChIJy96QhjUloFMRlibP29LlQQ8,Plantlife,9776-9530 170 STREET NW
Plantlife Cannabis Albany Edmonton,4.8,239,OPERATIONAL,"12920 167 Ave NW, Edmonton, AB T6V 1J6, Canada",ChIJy96QhjUloFMRlibP29LlQQ8,Plantlife,10185 186 ST NW
Plantlife Cannabis Albany Edmonton,4.8,239,OPERATIONAL,"12920 167 Ave NW, Edmonton, AB T6V 1J6, Canada",ChIJy96QhjUloFMRlibP29LlQQ8,Plantlife,12920 167 AVE NW
Plantlife Cannabis Albany Edmonton,4.8,239,OPERATIONAL,"12920 167 Ave NW, Edmonton, AB T6V 1J6, Canada",ChIJy96QhjUloFMRlibP29LlQQ8,Plantlife,5245 ELLERSLIE RD SW
Plantlife Cannabis Albany Edmonton,4.8,239,OPERATIONAL,"12920 167 Ave NW, Edmonton, AB T6V 1J6, Canada",ChIJy96QhjUloFMRlibP29LlQQ8,Plantlife,6115 CURRENTS DR NW
Plantlife Cannabis Albany Edmonton,4.8,239,OPERATIONAL,"12920 167 Ave NW, Edmonton, AB T6V 1J6, Canada",ChIJy96QhjUloFMRlibP29LlQQ8,Plantlife,1309 WINDERMERE WAY SW
Pluto Cannabis,4.6,92,OPERATIONAL,"10104 111 Ave NW, Edmonton, AB T5G 0B3, Canada",ChIJZywMjX4joFMRyJzjmSH3EjM,Pluto Cannabis,106-10104 111 AVE NW
Pop's Cannabis Co. | Edmonton (Westgate) Weed Store,4.4,154,OPERATIONAL,"17042 90 Ave NW, Edmonton, AB T5T 1L6, Canada",ChIJkbku5vYhoFMRRM-xMJtEzQw,Pop's Cannabis,256 MANNING CROSS NW UNIT A106-2
Pop's Cannabis Co. | Edmonton (Westgate) Weed Store,4.4,154,OPERATIONAL,"17042 90 Ave NW, Edmonton, AB T5T 1L6, Canada",ChIJkbku5vYhoFMRRM-xMJtEzQw,Pop's Cannabis,12751 50 ST NW
